datetime,cpu,mem
Wed Sep 25 12:44:22 GMT 2019,0.1,34230
Wed Sep 25 12:44:28 GMT 2019,0.1,32902
Wed Sep 25 12:44:54 GMT 2019,32,11830
Wed Sep 25 12:45:00 GMT 2019,38,31396
Wed Sep 25 12:45:05 GMT 2019,46,28355
Wed Sep 25 12:45:36 GMT 2019,19,11867
Wed Sep 25 12:45:41 GMT 2019,0.1,31017
Wed Sep 25 12:45:47 GMT 2019,27,33140
Wed Sep 25 12:46:13 GMT 2019,33,11918
Wed Sep 25 12:46:19 GMT 2019,39,28943
Wed Sep 25 12:46:24 GMT 2019,48,28669
Wed Sep 25 12:46:55 GMT 2019,21,11928
Wed Sep 25 12:47:00 GMT 2019,0.1,28614
Wed Sep 25 12:47:05 GMT 2019,0.1,29123
Wed Sep 25 12:47:33 GMT 2019,0.1,11847
Wed Sep 25 12:47:38 GMT 2019,0.1,35181
Wed Sep 25 12:47:44 GMT 2019,0.1,28902
Wed Sep 25 12:48:15 GMT 2019,0.1,11863
Wed Sep 25 12:48:21 GMT 2019,42,33322
Wed Sep 25 12:48:26 GMT 2019,42,29584
Wed Sep 25 12:48:53 GMT 2019,31,11715
Wed Sep 25 12:48:58 GMT 2019,0.1,30341
Wed Sep 25 12:49:04 GMT 2019,0.1,35890
Wed Sep 25 12:49:34 GMT 2019,23,11794
Wed Sep 25 12:49:40 GMT 2019,0.1,33221
Wed Sep 25 12:49:45 GMT 2019,0.1,34713
Wed Sep 25 12:50:11 GMT 2019,30,11883
Wed Sep 25 12:50:17 GMT 2019,42,32739
Wed Sep 25 12:50:22 GMT 2019,46,36287
Wed Sep 25 12:50:53 GMT 2019,20,11917
Wed Sep 25 12:50:59 GMT 2019,0.1,30583
Wed Sep 25 12:51:04 GMT 2019,27,27995
Wed Sep 25 12:51:31 GMT 2019,36,12001
Wed Sep 25 12:51:36 GMT 2019,38,28108
Wed Sep 25 12:51:41 GMT 2019,47,29480
Wed Sep 25 12:52:12 GMT 2019,19,11831
Wed Sep 25 12:52:17 GMT 2019,0.1,34058
Wed Sep 25 12:52:23 GMT 2019,0.1,32560
Wed Sep 25 12:52:48 GMT 2019,31,11902
Wed Sep 25 12:52:54 GMT 2019,0.1,33425
Wed Sep 25 12:52:59 GMT 2019,0.1,33982
Wed Sep 25 12:53:05 GMT 2019,0.1,33881
Wed Sep 25 12:53:11 GMT 2019,26,31530
Wed Sep 25 12:53:16 GMT 2019,26,36843
Wed Sep 25 12:53:21 GMT 2019,25,35153
Wed Sep 25 12:53:27 GMT 2019,35,38041
Wed Sep 25 12:53:32 GMT 2019,35,31517
Wed Sep 25 12:53:38 GMT 2019,35,38992
Wed Sep 25 12:53:43 GMT 2019,35,34416
Wed Sep 25 12:53:49 GMT 2019,0.1,34378
Wed Sep 25 12:54:19 GMT 2019,0.1,11691
Wed Sep 25 12:54:25 GMT 2019,0.1,35159
Wed Sep 25 12:54:30 GMT 2019,0.1,35893
Wed Sep 25 12:54:56 GMT 2019,0.1,11863
Wed Sep 25 12:55:02 GMT 2019,0.1,29157
Wed Sep 25 12:55:07 GMT 2019,0.1,35964
Wed Sep 25 12:55:12 GMT 2019,0.1,36542
Wed Sep 25 12:55:18 GMT 2019,37,34146
Wed Sep 25 12:55:23 GMT 2019,37,36227
Wed Sep 25 12:55:29 GMT 2019,31,37444
Wed Sep 25 12:55:34 GMT 2019,36,33485
Wed Sep 25 12:55:40 GMT 2019,36,36743
Wed Sep 25 12:55:45 GMT 2019,36,52831
Wed Sep 25 12:55:51 GMT 2019,36,43279
Wed Sep 25 12:55:56 GMT 2019,0.1,42234
Wed Sep 25 12:56:26 GMT 2019,0.1,11892
Wed Sep 25 12:56:32 GMT 2019,38,35300
Wed Sep 25 12:56:37 GMT 2019,38,28874
Wed Sep 25 12:57:04 GMT 2019,38,11691
Wed Sep 25 12:57:10 GMT 2019,36,33611
Wed Sep 25 12:57:15 GMT 2019,47,34238
Wed Sep 25 12:57:47 GMT 2019,0.1,11840
Wed Sep 25 12:57:53 GMT 2019,43,24231
Wed Sep 25 12:57:58 GMT 2019,0.1,24266
Wed Sep 25 12:58:25 GMT 2019,0.1,11876
Wed Sep 25 12:58:30 GMT 2019,0.1,25445
Wed Sep 25 12:58:36 GMT 2019,0.1,24904
Wed Sep 25 12:59:06 GMT 2019,25,11902
Wed Sep 25 12:59:12 GMT 2019,0.1,24534
Wed Sep 25 12:59:17 GMT 2019,0.1,26170
Wed Sep 25 12:59:44 GMT 2019,0.1,11803
Wed Sep 25 12:59:49 GMT 2019,32,25481
Wed Sep 25 12:59:55 GMT 2019,38,27182
Wed Sep 25 13:00:25 GMT 2019,22,11831
Wed Sep 25 13:00:31 GMT 2019,0.1,23907
Wed Sep 25 13:00:36 GMT 2019,25,27253
Wed Sep 25 13:01:03 GMT 2019,25,11886
Wed Sep 25 13:01:08 GMT 2019,0.1,24790
Wed Sep 25 13:01:14 GMT 2019,0.1,25092
Wed Sep 25 13:01:45 GMT 2019,0.1,11681
Wed Sep 25 13:01:51 GMT 2019,40,23768
Wed Sep 25 13:01:56 GMT 2019,40,25393
Wed Sep 25 13:02:23 GMT 2019,40,11830
Wed Sep 25 13:02:28 GMT 2019,0.1,23784
Wed Sep 25 13:02:34 GMT 2019,0.1,21808
Wed Sep 25 13:03:05 GMT 2019,45,11803
Wed Sep 25 13:03:11 GMT 2019,31,25387
Wed Sep 25 13:03:16 GMT 2019,31,24745
Wed Sep 25 13:03:43 GMT 2019,24,11920
Wed Sep 25 13:03:48 GMT 2019,38,24975
Wed Sep 25 13:03:54 GMT 2019,39,28390
Wed Sep 25 13:04:24 GMT 2019,22,11803
Wed Sep 25 13:04:30 GMT 2019,0.1,25723
Wed Sep 25 13:04:35 GMT 2019,0.1,26807
Wed Sep 25 13:05:02 GMT 2019,40,11842
Wed Sep 25 13:05:07 GMT 2019,28,22269
Wed Sep 25 13:05:13 GMT 2019,38,24856
Wed Sep 25 13:05:43 GMT 2019,20,11887
Wed Sep 25 13:05:49 GMT 2019,0.1,23616
